585	VR2332.PRRSV_2	0	15411	MN865518	0.834875		
585	VR2332.PRRSV_2	0	15411	MN865519	0.899912		
585	VR2332.PRRSV_2	0	15411	MN865520	0.832898		
585	VR2332.PRRSV_2	0	15411	MN865521	0.833791		
585	VR2332.PRRSV_2	0	15411	MN865522	0.962762		
585	VR2332.PRRSV_2	0	15411	MN865523	0.961552		
585	VR2332.PRRSV_2	0	15411	MN865524	0.835423		
585	VR2332.PRRSV_2	0	15411	MN865525	0.835202		
585	VR2332.PRRSV_2	0	15411	MN865526	0.843499		
585	VR2332.PRRSV_2	0	15411	MN865527	0.899494		
585	VR2332.PRRSV_2	0	15411	MN865528	0.960596		
585	VR2332.PRRSV_2	0	15411	MN865529	0.840538		
585	VR2332.PRRSV_2	0	15411	MN865530	0.83523		
585	VR2332.PRRSV_2	0	15411	MN865531	0.960902		
585	VR2332.PRRSV_2	0	15411	MN865532	0.961224		
585	VR2332.PRRSV_2	0	15411	MN865533	0.832564		
585	VR2332.PRRSV_2	0	15411	MN865534	0.960261		
585	VR2332.PRRSV_2	0	15411	MN865535	0.833999		
585	VR2332.PRRSV_2	0	15411	MN865536	0.856292		
585	VR2332.PRRSV_2	0	15411	MN865537	0.899459		
585	VR2332.PRRSV_2	0	15411	MN865538	0.832681		
585	VR2332.PRRSV_2	0	15411	MN865539	0.833009		
585	VR2332.PRRSV_2	0	15411	MN865540	0.832808		
585	VR2332.PRRSV_2	0	15411	MN865541	0.832573		
585	VR2332.PRRSV_2	0	15411	MN865542	0.835094		
585	VR2332.PRRSV_2	0	15411	MN865543	0.904926		
585	VR2332.PRRSV_2	0	15411	MN865544	0.960665		
585	VR2332.PRRSV_2	0	15411	MN865545	0.833969		
585	VR2332.PRRSV_2	0	15411	MN865546	0.838465		
585	VR2332.PRRSV_2	0	15411	MN865547	0.839229		
585	VR2332.PRRSV_2	0	15411	MN865548	0.96222		
585	VR2332.PRRSV_2	0	15411	MN865549	0.832752		
585	VR2332.PRRSV_2	0	15411	MN865550	0.834369		
585	VR2332.PRRSV_2	0	15411	MN865551	0.832193		
585	VR2332.PRRSV_2	0	15411	MN865552	0.839047		
585	VR2332.PRRSV_2	0	15411	MN865553	0.906949		
585	VR2332.PRRSV_2	0	15411	MN865554	0.840822		
585	VR2332.PRRSV_2	0	15411	MN865555	0.860772		
585	VR2332.PRRSV_2	0	15411	MN865556	0.831796		
585	VR2332.PRRSV_2	0	15411	MN865557	0.839227		
585	VR2332.PRRSV_2	0	15411	MN865558	0.84213		
585	VR2332.PRRSV_2	0	15411	MN865559	0.860754		
585	VR2332.PRRSV_2	0	15411	MN865560	0.841781		
585	VR2332.PRRSV_2	0	15411	MN865561	0.841696		
585	VR2332.PRRSV_2	0	15411	MN865562	0.898852		
585	VR2332.PRRSV_2	0	15411	MN865572	0.899671		
585	VR2332.PRRSV_2	0	15411	MN865573	0.838245		
585	VR2332.PRRSV_2	0	15411	MN865563	0.829118		
585	VR2332.PRRSV_2	0	15411	MN865564	0.838206		
585	VR2332.PRRSV_2	0	15411	MN865565	0.898735		
